Campeonato,Categoria,ValorTotal,ValorDia,DiasPassados,Dia,PremioCampeao,ValorPremioCampeao,PremioSegundo,ValorPremioSegundo,PremioTerceiro,ValorPremioTerceiro,Campeao,Segundo,Terceiro
,TI,4359369,472266,5,13/05/2014,,,,,,,,,
,TI,4751090,391721,6,14/05/2014,,,,,,,,,
,TI,5032238,281148,7,15/05/2014,,,,,,,,,
,TI,5293739,261501,8,16/05/2014,,,,,,,,,
,TI,5556659,262920,9,17/05/2014,,,,,,,,,
,TI,5757481,200822,10,18/05/2014,,,,,,,,,
,TI,5920247,162766,11,19/05/2014,,,,,,,,,
,TI,6077071,156824,12,20/05/2014,,,,,,,,,
,TI,6237971,160900,13,21/05/2014,,,,,,,,,
,TI,6362555,124584,14,22/05/2014,,,,,,,,,
,TI,6491085,128530,15,23/05/2014,,,,,,,,,
,TI,6626895,135810,16,24/05/2014,,,,,,,,,
,TI,6730669,103774,17,25/05/2014,,,,,,,,,
,TI,6829365,98696,18,26/05/2014,,,,,,,,,
,TI,6916236,86871,19,27/05/2014,,,,,,,,,
,TI,6993768,77532,20,28/05/2014,,,,,,,,,
,TI,7072585,78817,21,29/05/2014,,,,,,,,,
,TI,7149563,76978,22,30/05/2014,,,,,,,,,
,TI,7820603,671040,23,31/05/2014,,,,,,,,,
,TI,8108294,287691,24,01/06/2014,,,,,,,,,
,TI,8311263,202969,25,02/06/2014,,,,,,,,,
,TI,8480723,169460,26,03/06/2014,,,,,,,,,
,TI,8613332,132609,27,04/06/2014,,,,,,,,,
,TI,8729162,115830,28,05/06/2014,,,,,,,,,
,TI,8848570,119408,29,06/06/2014,,,,,,,,,
,TI,8945598,97028,30,07/06/2014,,,,,,,,,
,TI,9042588,96990,31,08/06/2014,,,,,,,,,
,TI,9128411,85823,32,09/06/2014,,,,,,,,,
,TI,9210967,82556,33,10/06/2014,,,,,,,,,
,TI,9287343,76376,34,11/06/2014,,,,,,,,,
,TI,9345867,58524,35,12/06/2014,,,,,,,,,
,TI,9408750,62883,36,13/06/2014,,,,,,,,,
,TI,9479952,71202,37,14/06/2014,,,,,,,,,
,TI,9539580,59628,38,15/06/2014,,,,,,,,,
,TI,9593305,53725,39,16/06/2014,,,,,,,,,
,TI,9605399,12094,40,17/06/2014,,,,,,,,,
,TI,9649285,43886,41,18/06/2014,,,,,,,,,
,TI,9694440,45155,42,19/06/2014,,,,,,,,,
,TI,9744198,49758,43,20/06/2014,,,,,,,,,
,TI,9795226,51028,44,21/06/2014,,,,,,,,,
,TI,9840480,45254,45,22/06/2014,,,,,,,,,
,TI,9880467,39987,46,23/06/2014,,,,,,,,,
,TI,9916212,35745,47,24/06/2014,,,,,,,,,
,TI,9951433,35221,48,25/06/2014,,,,,,,,,
,TI,9983165,31732,49,26/06/2014,,,,,,,,,
,TI,10019255,36090,50,27/06/2014,,,,,,,,,
,TI,10059037,39782,51,28/06/2014,,,,,,,,,
,TI,10095225,36188,52,29/06/2014,,,,,,,,,
,TI,10124692,29467,53,30/06/2014,,,,,,,,,
,TI,10202874,78182,54,01/07/2014,,,,,,,,,
,TI,10252018,49144,55,02/07/2014,,,,,,,,,
,TI,10294087,42069,56,03/07/2014,,,,,,,,,
,TI,10355167,61080,57,04/07/2014,,,,,,,,,
,TI,10403840,48673,58,05/07/2014,,,,,,,,,
,TI,10445503,41663,59,06/07/2014,,,,,,,,,
,TI,10482631,37128,60,07/07/2014,,,,,,,,,
,TI,10525420,42789,61,08/07/2014,,,,,,,,,
,TI,10566884,41464,62,09/07/2014,,,,,,,,,
,TI,10604889,38005,63,10/07/2014,,,,,,,,,
,TI,10645383,40494,64,11/07/2014,,,,,,,,,
,TI,10684610,39227,65,12/07/2014,,,,,,,,,
,TI,10720393,35783,66,13/07/2014,,,,,,,,,
,TI,10748667,28274,67,14/07/2014,,,,,,,,,
,TI,10780082,31415,68,15/07/2014,,,,,,,,,
,TI,10807186,27104,69,16/07/2014,,,,,,,,,
,TI,10829017,21831,70,17/07/2014,,,,,,,,,
,TI,10858302,29285,71,18/07/2014,,,,,,,,,
,TI,10889695,31393,72,19/07/2014,,,,,,,,,
,TI,10922374,32679,73,20/07/2014,,,,,,,,,
,TI,10931105,8731,74,21/07/2014,,,,,,,,,
The Kiev Major 2017,Major,3000000,3000000,1,24/04/2017,"33,33",999900,"16,67",500100,"8,33",249900,OG,Virtus.Pro,Invictus Gaming
The Boston Major 2016,Major,3000000,3000000,1,03/12/2016,"33,33",999900,"16,67",500100,"8,33",249900,OG,Ad Finem,Evil Geniuses
The Manilla Major 2016,Major,3000000,3000000,1,03/06/2016,37,1110000,"13,5",405000,"10,5",315000,OG,Team Liquid,Newbee
The Shanghai Major 2016,Major,3000000,3000000,1,25/02/2016,37,1110000,"13,5",405000,"10,5",315000,Team Secret,Team Liquid,Evil Geniuses
The Frankfurt Major 2015,Major,3000000,3000000,1,13/11/2015,37,1110000,"13,5",405000,"10,5",315000,OG,Team Secret,Evil Geniuses
Asia Championship 2015,Major,250000,250000,1,01/01/2015,42,"1290849,42",12,"368814,12",9,"276610,59",Evil Geniuses,Vici Gaming,Team Secret
,,721097,471097,2,02/01/2015,,,,,,,,,
,,977999,256902,3,03/01/2015,,,,,,,,,
,,1140310,162311,4,04/01/2015,,,,,,,,,
,,1257951,117641,5,05/01/2015,,,,,,,,,
,,1373516,115565,6,06/01/2015,,,,,,,,,
,,1461364,87848,7,07/01/2015,,,,,,,,,
,,1541940,80576,8,08/01/2015,,,,,,,,,
,,1617671,75731,9,09/01/2015,,,,,,,,,
,,1694132,76461,10,10/01/2015,,,,,,,,,
,,1759006,64874,11,11/01/2015,,,,,,,,,
,,1814009,55003,12,12/01/2015,,,,,,,,,
,,1860631,46622,13,13/01/2015,,,,,,,,,
,,1905159,44528,14,14/01/2015,,,,,,,,,
,,1943950,38791,15,15/01/2015,,,,,,,,,
,,1982283,38333,16,16/01/2015,,,,,,,,,
,,2018524,36241,17,17/01/2015,,,,,,,,,
,,2047596,29072,18,18/01/2015,,,,,,,,,
,,2073479,25883,19,19/01/2015,,,,,,,,,
,,2098092,24613,20,20/01/2015,,,,,,,,,
,,2120115,22023,21,21/01/2015,,,,,,,,,
,,2141236,21121,22,22/01/2015,,,,,,,,,
,,2162826,21590,23,23/01/2015,,,,,,,,,
,,2185156,22330,24,24/01/2015,,,,,,,,,
,,2204285,19129,25,25/01/2015,,,,,,,,,
,,2221378,17093,26,26/01/2015,,,,,,,,,
,,2237985,16607,27,27/01/2015,,,,,,,,,
,,2381974,143989,28,28/01/2015,,,,,,,,,
,,2455633,73659,29,29/01/2015,,,,,,,,,
,,2518709,63076,30,30/01/2015,,,,,,,,,
,,2607648,88939,31,31/01/2015,,,,,,,,,
,,2687859,80211,32,01/02/2015,,,,,,,,,
,,2742684,54825,33,02/02/2015,,,,,,,,,
,,2801619,58935,34,03/02/2015,,,,,,,,,
,,2847622,46003,35,04/02/2015,,,,,,,,,
,,2897195,49573,36,05/02/2015,,,,,,,,,
,,2949078,51883,37,06/02/2015,,,,,,,,,
,,3001020,51942,38,07/02/2015,,,,,,,,,
,,3055528,54508,39,08/02/2015,,,,,,,,,
,,3057519,1991,40,09/02/2015,,,,,,,,,
,,3057519,0,41,10/02/2015,,,,,,,,,
,,3073451,15932,42,11/02/2015,,,,,,,,,
Asia Championship 2017,Premium,500000,500000,1,22/03/2017,40,"247123,6",15,"92671,35",12,"74137,08",Invictus Gaming,OG,Newbee
,,556086,56086,2,23/03/2017,,,,,,,,,
,,565929,9843,3,24/03/2017,,,,,,,,,
,,574414,8485,4,25/03/2017,,,,,,,,,
,,580103,5689,5,26/03/2017,,,,,,,,,
,,584222,4119,6,27/03/2017,,,,,,,,,
,,587931,3709,7,28/03/2017,,,,,,,,,
,,591524,3593,8,29/03/2017,,,,,,,,,
,,594701,3177,9,30/03/2017,,,,,,,,,
,,598696,3995,10,31/03/2017,,,,,,,,,
,,602828,4132,11,01/04/2017,,,,,,,,,
,,606371,3543,12,02/04/2017,,,,,,,,,
,,609893,3522,13,03/04/2017,,,,,,,,,
,,616599,6706,14,04/04/2017,,,,,,,,,
,,617809,1210,15,05/04/2017,,,,,,,,,
Asia Championship 2018,Major,1000000,1000000,1,29/03/2018,37,370000,"13,5",135000,"10,5",105000,Mineski,PSG.LGD,Virtus.Pro
